doodID,category,tilesets,tilesetSpecific,file,comment,Name,doodClass,soundLoop,selSize,defScale,minScale,maxScale,canPlaceRandScale,useClickHelper,ignoreModelClick,maxPitch,maxRoll,visRadius,walkable,numVar,onCliffs,onWater,floats,shadow,showInFog,animInFog,fixedRot,pathTex,showInMM,useMMColor,MMRed,MMGreen,MMBlue,vertR01,vertG01,vertB01,vertR02,vertG02,vertB02,vertR03,vertG03,vertB03,vertR04,vertG04,vertB04,vertR05,vertG05,vertB05,vertR06,vertG06,vertB06,vertR07,vertG07,vertB07,vertR08,vertG08,vertB08,vertR09,vertG09,vertB09,vertR10,vertG10,vertB10,UserList,InBeta,version
NWf3,W,"N,I",0,Doodads\Northrend\Water\North_IceFloe3\North_IceFloe3,IceFloe,WESTRING_DOOD_NWF1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,1,1,0,1,1,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWf4,W,"N,I",0,Doodads\Northrend\Water\North_IceFloe4\North_IceFloe4,IceFloe,WESTRING_DOOD_NWF1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,1,1,0,1,1,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWi1,W,"N,I",0,Doodads\Northrend\Water\North_Iceberg\North_Iceberg,Iceberg,WESTRING_DOOD_NWI1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,1,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWi2,W,"N,I",0,Doodads\Northrend\Water\North_Iceberg2\North_Iceberg2,Iceberg,WESTRING_DOOD_NWI1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,1,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWi3,W,"N,I",0,Doodads\Northrend\Water\North_Iceberg3\North_Iceberg3,Iceberg,WESTRING_DOOD_NWI1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,1,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWi4,W,"N,I",0,Doodads\Northrend\Water\North_Iceberg4\North_Iceberg4,Iceberg,WESTRING_DOOD_NWI1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,1,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWpa,W,*,0,Doodads\Northrend\Water\FloatingPanel\FloatingPanel,Floating Panel,WESTRING_DOOD_NWPA,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,1,0,0,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NOfp,O,*,0,Doodads\Northrend\Props\FirePit\FirePit,Fire Pit,WESTRING_DOOD_NOFP,_,LordSumHumanTorchLoop,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,0,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NOfg,O,*,0,Doodads\Northrend\Props\FirePitPig\FirePitPig,Fire Pit w/ Pig,WESTRING_DOOD_NOFG,_,LordSumHumanTorchLoop,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,0,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NOft,O,*,0,Doodads\Northrend\Props\FirePitTrashed\FirePitTrashed,Trashed Fire Pit,WESTRING_DOOD_NOFT,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,0,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NObt,O,*,0,Doodads\Northrend\Props\Bats\Bats,Bats,WESTRING_DOOD_NOBT,_,_,0,1,0.8,1.2,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWrw,W,*,0,Doodads\Northrend\Water\Rowboat\Rowboat,Rowboat,WESTRING_DOOD_NORW,_,_,0,1,0.8,1.2,1,0,0,10,5,50,0,1,1,1,1,1,1,0,-1,PathTextures\4x8Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWrd,W,*,0,Doodads\Northrend\Water\RowboatDestroyed\RowboatDestroyed,Destroyed Rowboat,WESTRING_DOOD_NORD,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x8Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWsp,W,*,0,Doodads\Northrend\Water\Battleship\Battleship,Ship,WESTRING_DOOD_NOSP,_,BattleshipLoop,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,1,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWsd,W,*,0,Doodads\Northrend\Water\BattleshipDestroyed\BattleshipDestroyed,Destroyed Ship,WESTRING_DOOD_NOSD,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWwh,W,"L,F,W,N",0,Doodads\Northrend\Water\Whale\Whale,Whale,WESTRING_DOOD_NWWH,_,_,0,1,1,1,1,1,0,-,-,50,0,1,0,1,0,0,0,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NPth,E,N,0,Doodads\Northrend\Plants\North_Thorns\North_Thorns,Thorny Vines,WESTRING_DOOD_APTV,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,7,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NRfs,E,N,0,Doodads\Northrend\Rocks\NorthrendFissure\NorthrendFissure,Fissure,WESTRING_DOOD_BRFS,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NRic,E,N,0,Doodads\Northrend\Rocks\North_IceClaw\North_IceClaw,Ice Claws,WESTRING_DOOD_NRIC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,10,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NRrk,E,N,0,Doodads\Northrend\Rocks\North_Rocks\North_Rocks,Rocks,WESTRING_DOOD_NRRK,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,10,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NRwr,E,"N,G",0,Doodads\Northrend\Rocks\North_WebRocks\North_WebRocks,Webbed Rocks,WESTRING_DOOD_NRWR,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,8,1,1,0,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NSct,S,N,0,Doodads\Northrend\Structures\NorthrendCrypt\NorthrendCrypt,Crypt,WESTRING_DOOD_NSCT,_,_,0,1,0.9,1.1,1,0,0,-,-,50,0,1,0,1,0,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NSra,S,N,0,Doodads\Northrend\Structures\NRockArch\NRockArch,Archway,WESTRING_DOOD_YSAW,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NSr1,S,N,0,Doodads\Northrend\Structures\NRockArch45\NRockArch45,Angled Archway,WESTRING_DOOD_YSA1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch45.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NSrb,S,N,0,Doodads\Northrend\Structures\NorthrendRubble\NorthrendRubble,Rubble,WESTRING_DOOD_NSRB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,0,0,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
VOfl,O,"V,Q,L,F,W,Y,X,D,G,Z,I,O,J",0,Doodads\Village\Props\Village_Fencelong\Village_Fencelong,Long Fence,WESTRING_DOOD_VOFL,_,_,0,1,1.2,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x2Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
VOal,O,"V,Q,L,F,W,Y,X,D,G,Z,I,O,J",0,Doodads\Village\Props\Village_FencelongAngled\Village_FencelongAngled,Angled Long Fence,WESTRING_DOOD_VOAL,_,_,0,1,1.2,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\Fence135.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
VOfs,O,"V,Q,L,F,W,Y,X,D,G,Z,I,O,J",0,Doodads\Village\Props\Village_Fenceshort\Village_Fenceshort,Short Fence,WESTRING_DOOD_VOFS,_,_,0,1,1.2,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x2Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
VOas,O,"V,Q,L,F,W,Y,X,D,G,Z,I,O,J",0,Doodads\Village\Props\Village_FenceshortAngled\Village_FenceshortAngled,Angled Short Fence,WESTRING_DOOD_VOAS,_,_,0,1,1.2,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\ShortFence135.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
VSvb,S,"V,Q,L,F,W,X,Y,J",0,Doodads\Village\Structures\VillageBuilding\VillageBuilding,Building,WESTRING_DOOD_VSVB,_,_,256,1,0.8,1,1,0,0,-,-,50,0,3,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YObb,O,Y,0,Doodads\Cityscape\Props\Banner_Long\Banner_Long,Long Blue Banner,WESTRING_DOOD_YOBB,_,_,0,1,0.5,1.5,1,0,0,-,-,50,0,1,1,1,0,0,0,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOwb,O,Y,0,Doodads\Cityscape\Props\Banner_Long2\Banner_Long2,Long White Banner,WESTRING_DOOD_YOWB,_,_,0,1,0.5,1.5,1,0,0,-,-,50,0,1,1,1,0,0,0,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YObs,O,"Y,X,J",0,Doodads\Cityscape\Props\CityStoneBench\CityStoneBench,Stone Bench,WESTRING_DOOD_YOBS,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOsa,O,"Y,X,J",0,Doodads\Cityscape\Props\CityStoneBenchAngled\CityStoneBenchAngled,Angled Stone Bench,WESTRING_DOOD_YOSA,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YObw,O,"Y,X,J",0,Doodads\Cityscape\Props\CityWoodBench\CityWoodBench,Wood Bench,WESTRING_DOOD_YOBW,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOwa,O,"Y,X,J",0,Doodads\Cityscape\Props\CityWoodBenchAngled\CityWoodBenchAngled,Angled Wood Bench,WESTRING_DOOD_YOWA,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOfn,O,"Y,X,J",0,Doodads\Cityscape\Props\City_Fountain\City_Fountain,Fountain,WESTRING_DOOD_YOFN,_,FountainLoop,288,0.9,0.8,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOgr,O,"Y,X,J",0,Doodads\Cityscape\Props\CityGrave\CityGrave,Grave,WESTRING_DOOD_LOGR,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,4,1,0,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOob,O,"Y,X,J",0,Doodads\Cityscape\Props\City_Oblisk\City_Oblisk,Obelisk,WESTRING_DOOD_AOOB,_,_,128,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOlp,O,"Y,X,J",0,Doodads\Cityscape\Props\LanternPost\LanternPost,Lantern Post,WESTRING_DOOD_LOLP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOst,O,"Y,X,J",0,Doodads\Cityscape\Props\City_Statue\City_Statue,Statue,WESTRING_DOOD_YOST,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOks,O,"Y,X,J",0,Doodads\Cityscape\Props\KnightStatueA\KnightStatueA,Shieldless Statue,WESTRING_DOOD_YOKS,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
XOcs,O,"X,J",0,Doodads\Cityscape\Props\CrystalShield\CrystalShield,Power Generator,WESTRING_DOOD_XOCS,_,CrystalShieldLoop,192,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
XOcl,O,"X,J",0,Doodads\Cityscape\Props\CrystalLamp\CrystalLamp,Magical Lantern,WESTRING_DOOD_XOCL,_,CrystalLampLoop,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
XOmr,O,"X,J",0,Doodads\Cityscape\Props\MagicRunes\MagicRunes,Magical Runes,WESTRING_DOOD_XOMR,_,MagicRunesLoop,0,0.95,0.9,1,1,0,0,-,-,50,0,3,1,1,0,0,1,0,-1,PathTextures\2x2Unbuildable.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,0,0
YOts,O,"Y,X,J",0,Doodads\Cityscape\Props\TavernSign\TavernSign,Tavern Sign,WESTRING_DOOD_YOTS,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YObg,O,"Y,X,J",0,Doodads\Cityscape\Props\TavernSignBobsGuns\TavernSignBobsGuns,Bob's Guns Sign,WESTRING_DOOD_YOBG,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOta,O,"Y,X,J",0,Doodads\Cityscape\Props\TavernSignTraceysArmory\TavernSignTraceysArmory,Tracey's Armory Sign,WESTRING_DOOD_YOTA,_,_,0,1.4,0.8,2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOec,O,*,0,Doodads\Cityscape\Props\EmptyCrates\EmptyCrates,Empty Crates,WESTRING_DOOD_YOEC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOth,O,"Y,X,D,G,J",0,Doodads\Cityscape\Props\Throne\Throne,Throne,WESTRING_DOOD_YOTH,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YOws,O,"Y,X,J",0,Doodads\Cityscape\Props\WhaleStatue\WhaleStatue,Whale Statue,WESTRING_DOOD_YOWS,_,_,0,0.95,0.9,1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YPbs,E,"Y,X,J",0,Doodads\Cityscape\Plants\CityBush\CityBush,Bush,WESTRING_DOOD_YPBS,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YPfs,E,"Y,X,J",0,Doodads\Cityscape\Plants\FlowerBedStraight\FlowerBedStraight,Straight Flower Bed,WESTRING_DOOD_YPFS,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\4x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YPfa,E,"Y,X,J",0,Doodads\Cityscape\Plants\FlowerBedAngled\FlowerBedAngled,Angled Flower Bed,WESTRING_DOOD_YPFA,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\ShortFence135.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YPpp,E,"Y,X,J",0,Doodads\Cityscape\Plants\PottedPlant\PottedPlant,Potted Plant,WESTRING_DOOD_YPPP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,0,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSaw,S,"Y,X,J",0,Doodads\Cityscape\Structures\Archway1\Archway1,Archway,WESTRING_DOOD_YSAW,_,_,0,1,0.8,1.2,0,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSa1,S,"Y,X,J",0,Doodads\Cityscape\Structures\Archway45\Archway45,Angled Archway,WESTRING_DOOD_YSA1,_,_,0,1,0.8,1.2,0,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch45.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSca,S,"Y,X,V,Q,J",0,Doodads\Cityscape\Structures\Cathedral\Cathedral,Cathedral,WESTRING_DOOD_YSCA,_,CathedralLoop,0,1.2,1.1,1.3,1,0,0,-,-,50,0,1,1,1,0,1,1,0,270,PathTextures\Cathedral.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSco,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_ColumnSingle\City_ColumnSingle,Single Column,WESTRING_DOOD_YSCO,_,_,0,1.05,0.9,1.15,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YScd,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_ColumnDouble\City_ColumnDouble,Double Column,WESTRING_DOOD_YSCD,_,_,0,1.095,1.095,1.095,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\22x4DoubleColumn.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSc5,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_ColumnDouble45\City_ColumnDouble45,Double Column 45,WESTRING_DOOD_YSC5,_,_,0,1.095,1.095,1.095,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\DoubleColumn45.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YScs,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_ColumnSemiCircle\City_ColumnSemiCircle,Column Semi Circle,WESTRING_DOOD_YSCS,_,_,0,1.095,1.095,1.095,0,0,0,-,-,50,0,1,1,1,0,1,1,0,270,PathTextures\ColumnSemiCircle3.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSc2,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_ColumnSemiCircle\City_ColumnSemiCircle,Column Semi Circle2,WESTRING_DOOD_YSC2,_,_,0,1.095,1.095,1.095,0,0,0,-,-,50,0,1,1,1,0,1,1,0,0,PathTextures\ColumnSemiCircle3.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSc3,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_ColumnSemiCircle\City_ColumnSemiCircle,Column Semi Circle3,WESTRING_DOOD_YSC3,_,_,0,1.095,1.095,1.095,0,0,0,-,-,50,0,1,1,1,0,1,1,0,90,PathTextures\ColumnSemiCircle3.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
YSc4,S,"Y,X,J",0,Doodads\Cityscape\Structures\City_ColumnSemiCircle\City_ColumnSemiCircle,Column Semi Circle4,WESTRING_DOOD_YSC4,_,_,0,1.095,1.095,1.095,0,0,0,-,-,50,0,1,1,1,0,1,1,0,180,PathTextures\ColumnSemiCircle3.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
